32705	3	17968	1
32705	2	5357	0
32705	1	16920	0
32705	0	9820	1
32703	5	14260	0
32703	4	14256	1
32703	3	14248	0
32703	2	14257	0
32703	1	14637	0
32703	0	14273	1
32702	6	17968	0
32702	5	16920	1
32702	4	16527	0
32702	3	18031	0
32702	2	18083	1
32702	1	9820	1
32702	0	17566	0
32701	6	16920	0
32701	5	15967	1
32701	4	14621	0
32701	3	18031	0
32701	2	9820	1
32701	1	16527	1
32701	0	17566	0
32700	6	16527	1
32700	5	16920	1
32700	4	15967	1
32700	3	17566	0
32700	2	18031	0
32700	1	14621	0
32700	0	9820	0
32698	5	18057	1
32698	4	15967	0
32698	3	12784	0
32698	2	9820	0
32698	1	16920	0
32698	0	14621	1
32697	4	15272	1
32697	3	9820	0
32697	2	16920	0
32697	1	16527	1
32697	0	18031	0
32695	4	17580	0
32695	3	18076	1
32695	2	18077	1
32695	1	17572	0
32695	0	17577	0
32693	5	17572	1
32693	4	17580	1
32693	3	18077	0
32693	2	17577	0
32693	1	18079	0
32693	0	18076	0
32692	6	17577	0
32692	5	17572	1
32692	4	18079	0
32692	3	18077	1
32692	2	17582	0
32692	1	17580	1
32692	0	18076	0
32691	4	13759	0
32691	3	15967	1
32691	2	18031	0
32691	1	16527	0
32691	0	18078	1
32690	6	18077	0
32690	5	17582	1
32690	4	17577	0
32690	3	17572	0
32690	2	18076	1
32690	1	17574	0
32690	0	17580	1
32689	6	18077	0
32689	5	17580	1
32689	4	17582	0
32689	3	17572	1
32689	2	17574	0
32689	1	17577	1
32689	0	18076	0
32688	5	17574	1
32688	4	18077	0
32688	3	17582	0
32688	2	18076	1
32688	1	17577	0
32688	0	17572	0
32687	5	17577	1
32687	4	17582	0
32687	3	18077	1
32687	2	17574	0
32687	1	18076	0
32687	0	17572	0
32686	5	17582	1
32686	4	17574	0
32686	3	18077	0
32686	2	17572	1
32686	1	18076	0
32686	0	17577	0
32685	5	17844	0
32685	4	18031	0
32685	3	15967	1
32685	2	17883	0
32685	1	5190	0
32685	0	9341	1
32684	5	18076	0
32684	4	17574	0
32684	3	17572	1
32684	2	17577	0
32684	1	18073	1
32684	0	17582	0
32683	5	9341	0
32683	4	15967	1
32683	3	18009	0
32683	2	18031	0
32683	1	18070	0
32683	0	17883	1
32682	6	15272	0
32682	5	18054	0
32682	4	18070	1
32682	3	12295	1
32682	2	17883	0
32682	1	18053	1
32682	0	17570	0
32679	7	15272	0
32679	6	12295	1
32679	5	12702	1
32679	4	2948	0
32679	3	17883	0
32679	2	16295	0
32679	1	5088	0
32679	0	12784	1
32677	9	17787	1
32677	8	17701	0
32677	7	17794	1
32677	6	17706	0
32677	5	15650	0
32677	4	18054	0
32677	3	18009	0
32677	2	18061	1
32677	1	17703	0
32677	0	18053	1
32676	6	12702	0
32676	5	2948	0
32676	4	5088	1
32676	3	11191	0
32676	2	17883	1
32676	1	15272	0
32676	0	16295	1
32675	8	18054	0
32675	7	18061	1
32675	6	17706	0
32675	5	18009	0
32675	4	15650	0
32675	3	18053	1
32675	2	17703	1
32675	1	17787	0
32675	0	17794	0
32673	8	17706	1
32673	7	17794	1
32673	6	17787	0
32673	5	18054	0
32673	4	18009	0
32673	3	18053	0
32673	2	18061	1
32673	1	17703	0
32673	0	17701	0
32671	6	17883	0
32671	5	5088	0
32671	4	18031	1
32671	3	11191	1
32671	2	2948	0
32671	1	8786	1
32671	0	16295	0
32670	9	15650	1
32670	8	17706	0
32670	7	17701	1
32670	6	17794	1
32670	5	18009	0
32670	4	18061	0
32670	3	17787	0
32670	2	18053	0
32670	1	18054	1
32670	0	17703	0
32669	7	17787	1
32669	6	18061	0
32669	5	17701	0
32669	4	18054	1
32669	3	17794	0
32669	2	17703	0
32669	1	18053	1
32669	0	17706	0
32668	4	18065	0
32668	3	18059	1
32668	2	18058	1
32668	1	18062	0
32668	0	18064	0
32666	7	17787	1
32666	6	17706	1
32666	5	18054	0
32666	4	17794	0
32666	3	17701	0
32666	2	18053	0
32666	1	17703	0
32666	0	18061	1
32665	5	18031	0
32665	4	2948	1
32665	3	16295	0
32665	2	17883	0
32665	1	18057	0
32665	0	10872	1
32664	4	18059	0
32664	3	18058	1
32664	2	18064	1
32664	1	18065	0
32664	0	18062	0
32663	9	17883	1
32663	8	17706	0
32663	7	15650	0
32663	6	10156	0
32663	5	15272	0
32663	4	18053	0
32663	3	18057	1
32663	2	17703	0
32663	1	17794	1
32663	0	18054	1
32662	4	17788	1
32662	3	17703	0
32662	2	17883	0
32662	1	17706	0
32662	0	17794	1
32661	4	17706	1
32661	3	17794	0
32661	2	17703	0
32661	1	17707	1
32661	0	17788	0
32660	4	17703	1
32660	3	17706	0
32660	2	17707	0
32660	1	17788	0
32660	0	17794	1
32659	4	17566	1
32659	3	15272	0
32659	2	17664	0
32659	1	17792	0
32659	0	16527	1
32657	4	17794	0
32657	3	17788	0
32657	2	17707	1
32657	1	17706	0
32657	0	17703	1
32656	4	17794	0
32656	3	17788	0
32656	2	17703	1
32656	1	17706	1
32656	0	17707	0
32654	7	18009	1
32654	6	17794	0
32654	5	17707	0
32654	4	18053	1
32654	3	17788	0
32654	2	17706	0
32654	1	17703	1
32654	0	18054	0
32653	4	18031	0
32653	3	17792	0
32653	2	16527	1
32653	1	15650	0
32653	0	17664	1
32652	8	18054	1
32652	7	18053	0
32652	6	17707	1
32652	5	4475	0
32652	4	17703	1
32652	3	17788	0
32652	2	17794	0
32652	1	18009	0
32652	0	17706	0
32651	4	17792	1
32651	3	14128	0
32651	2	16527	0
32651	1	15650	0
32651	0	17664	1
32650	4	17707	1
32650	3	17706	1
32650	2	18031	0
32650	1	17788	0
32650	0	17794	0
32649	4	17787	1
32649	3	17706	0
32649	2	17794	0
32649	1	17788	1
32649	0	17707	0
32648	4	17792	1
32648	3	16527	0
32648	2	18054	0
32648	1	4475	0
32648	0	18053	1
32647	4	15650	1
32647	3	17787	0
32647	2	17707	0
32647	1	17706	0
32647	0	17788	1
32646	5	2948	1
32646	4	17987	0
32646	3	17792	1
32646	2	18031	0
32646	1	16527	0
32646	0	9820	0
32645	6	18031	0
32645	5	9820	0
32645	4	15650	1
32645	3	2948	1
32645	2	17987	0
32645	1	4475	1
32645	0	17883	0
32643	4	2948	0
32643	3	18031	1
32643	2	17883	1
32643	1	9820	0
32643	0	4475	0
32640	4	10461	0
32640	3	16224	1
32640	2	17570	0
32640	1	5088	0
32640	0	18040	1
32639	7	9341	0
32639	6	5088	1
32639	5	17442	1
32639	4	10461	1
32639	3	18040	0
32639	2	16527	0
32639	1	17830	0
32639	0	14621	0
32638	4	5088	1
32638	3	17442	0
32638	2	10461	1
32638	1	14621	0
32638	0	9341	0
32636	5	9341	1
32636	4	5088	0
32636	3	4475	0
32636	2	7298	1
32636	1	18040	0
32636	0	16920	0
32635	4	9341	0
32635	3	7298	0
32635	2	16920	0
32635	1	5088	1
32635	0	17883	1
32634	4	9341	0
32634	3	17883	1
32634	2	16920	1
32634	1	7298	0
32634	0	5088	0
32633	4	9341	0
32633	3	17883	0
32633	2	16224	1
32633	1	16920	1
32633	0	7298	0
32632	7	17570	0
32632	6	7298	1
32632	5	16920	0
32632	4	16295	0
32632	3	9820	1
32632	2	16224	1
32632	1	17883	0
32632	0	9341	0
32630	7	9820	0
32630	6	16920	0
32630	5	16224	0
32630	4	17442	0
32630	3	17883	0
32630	2	16295	1
32630	1	9341	1
32630	0	17570	1
32628	5	15272	1
32628	4	5088	0
32628	3	16295	0
32628	2	16224	1
32628	1	15951	0
32628	0	17570	0
32627	5	9820	0
32627	4	15951	0
32627	3	17666	1
32627	2	16224	0
32627	1	17570	0
32627	0	16295	1
32626	5	17836	0
32626	4	16224	1
32626	3	17570	0
32626	2	15951	0
32626	1	16295	1
32626	0	15272	0
32625	5	17950	0
32625	4	8153	1
32625	3	9820	0
32625	2	17666	0
32625	1	17897	0
32625	0	5088	1
32624	9	17950	0
32624	8	17897	0
32624	7	16295	0
32624	6	8153	1
32624	5	17570	1
32624	4	9820	1
32624	3	7491	0
32624	2	5088	0
32624	1	10210	1
32624	0	16224	0
32623	5	10210	0
32623	4	5088	1
32623	3	16224	0
32623	2	16295	1
32623	1	7491	0
32623	0	9820	0
32622	6	9820	0
32622	5	14621	1
32622	4	16224	0
32622	3	7491	0
32622	2	16295	1
32622	1	10210	1
32622	0	15951	0
32621	5	7491	0
32621	4	16295	1
32621	3	16863	0
32621	2	10210	0
32621	1	9820	1
32621	0	15951	0
32620	9	16224	1
32620	8	7491	0
32620	7	17950	1
32620	6	17897	0
32620	5	16434	1
32620	4	16863	0
32620	3	17056	0
32620	2	16295	1
32620	1	15951	0
32620	0	14621	0
32619	7	16434	1
32619	6	16863	1
32619	5	16224	0
32619	4	17897	1
32619	3	16295	0
32619	2	15734	0
32619	1	17950	0
32619	0	7491	0
32617	8	16224	0
32617	7	16863	1
32617	6	15734	0
32617	5	17897	1
32617	4	16295	0
32617	3	15353	0
32617	2	17950	0
32617	1	17964	1
32617	0	7491	0
32614	5	15353	1
32614	4	17897	0
32614	3	15951	0
32614	2	16295	0
32614	1	17964	1
32614	0	17950	0
32612	4	15951	0
32612	3	17950	0
32612	2	15353	1
32612	1	16295	1
32612	0	17897	0
32610	5	17836	0
32610	4	18038	0
32610	3	18037	1
32610	2	17841	0
32610	1	18035	0
32610	0	17987	1
32609	4	17836	0
32609	3	17841	0
32609	2	18037	1
32609	1	18035	0
32609	0	18038	1
32608	7	4273	0
32608	6	17872	0
32608	5	17682	1
32608	4	16892	0
32608	3	7133	1
32608	2	16920	0
32608	1	17888	1
32608	0	16996	0
32607	7	16892	1
32607	6	16996	0
32607	5	17872	0
32607	4	17682	0
32607	3	16863	0
32607	2	16920	1
32607	1	4273	0
32607	0	17888	1
32606	9	16996	0
32606	8	16863	0
32606	7	17888	0
32606	6	16892	0
32606	5	17682	1
32606	4	16920	0
32606	3	7491	1
32606	2	9161	1
32606	1	4273	0
32606	0	18034	1
32605	8	18033	0
32605	7	18025	0
32605	6	18036	0
32605	5	18021	1
32605	4	18022	1
32605	3	18030	0
32605	2	18024	1
32605	1	18023	0
32605	0	18028	0
32604	7	18023	0
32604	6	18028	0
32604	5	18022	1
32604	4	18025	0
32604	3	18021	1
32604	2	18024	1
32604	1	18030	0
32604	0	18033	0
32600	9	4273	1
32600	8	18031	1
32600	7	17682	0
32600	6	16920	0
32600	5	17872	0
32600	4	17888	0
32600	3	7491	1
32600	2	17666	0
32600	1	16892	1
32600	0	16996	0
32599	7	18021	1
32599	6	18033	0
32599	5	18025	1
32599	4	18023	1
32599	3	18030	0
32599	2	18022	0
32599	1	18024	0
32599	0	18028	0
32597	8	16996	0
32597	7	17666	0
32597	6	17872	1
32597	5	7491	0
32597	4	4273	0
32597	3	18031	1
32597	2	16892	0
32597	1	17888	0
32597	0	7133	1
32595	8	16996	0
32595	7	7491	0
32595	6	16892	1
32595	5	14440	0
32595	4	17872	0
32595	3	4273	1
32595	2	17682	1
32595	1	18031	0
32595	0	7133	0
32592	6	17974	1
32592	5	16295	0
32592	4	17950	0
32592	3	15272	1
32592	2	15656	1
32592	1	17968	0
32592	0	17570	0
32590	5	16892	0
32590	4	4273	0
32590	3	17872	0
32590	2	14440	0
32590	1	7133	1
32590	0	16996	1
32588	5	17950	0
32588	4	17974	0
32588	3	17968	1
32588	2	17570	1
32588	1	15656	0
32588	0	16295	0
32587	4	16892	1
32587	3	7133	0
32587	2	4273	0
32587	1	17872	0
32587	0	16996	1
32586	4	17682	0
32586	3	16892	0
32586	2	17872	0
32586	1	4273	1
32586	0	7133	1
32585	5	17968	0
32585	4	17950	0
32585	3	16295	0
32585	2	17570	0
32585	1	15656	1
32585	0	16996	1
32584	4	17570	1
32584	3	17950	0
32584	2	15656	1
32584	1	17968	0
32584	0	16996	0
32583	4	15656	0
32583	3	17570	1
32583	2	16996	1
32583	1	17950	0
32583	0	14440	0
32582	4	16295	1
32582	3	16996	1
32582	2	17570	0
32582	1	17950	0
32582	0	15656	0
32581	4	16295	1
32581	3	15656	1
32581	2	16996	0
32581	1	17570	0
32581	0	17950	0
32580	4	16295	1
32580	3	15656	1
32580	2	17950	0
32580	1	17570	0
32580	0	16996	0
32579	6	5357	0
32579	5	15967	1
32579	4	17844	1
32579	3	17872	0
32579	2	17974	0
32579	1	16892	0
32579	0	17792	1
32578	4	4273	1
32578	3	16996	0
32578	2	17950	1
32578	1	17570	0
32578	0	15272	0
32577	5	17968	1
32577	4	17974	0
32577	3	17872	0
32577	2	16892	1
32577	1	17792	0
32577	0	5357	0
32576	5	17974	1
32576	4	16892	0
32576	3	17968	0
32576	2	17872	0
32576	1	5357	1
32576	0	17792	0
32575	4	17792	1
32575	3	15967	0
32575	2	17872	0
32575	1	16892	1
32575	0	5357	0
32574	5	15967	0
32574	4	17618	0
32574	3	17792	1
32574	2	17872	0
32574	1	16892	0
32574	0	16449	1
32572	5	17618	0
32572	4	16892	0
32572	3	17566	1
32572	2	17872	0
32572	1	17792	0
32572	0	16449	1
32571	5	17566	0
32571	4	17618	1
32571	3	16449	0
32571	2	17872	0
32571	1	16892	1
32571	0	17792	0
32569	6	16295	0
32569	5	15804	1
32569	4	9820	0
32569	3	17566	0
32569	2	4273	1
32569	1	17950	0
32569	0	17666	1
32568	9	16295	0
32568	8	17666	1
32568	7	15804	1
32568	6	9820	1
32568	5	17618	0
32568	4	18019	0
32568	3	17566	0
32568	2	17950	0
32568	1	17872	0
32568	0	4273	1
32567	4	4273	0
32567	3	12702	0
32567	2	16295	1
32567	1	15967	0
32567	0	9820	1
32565	9	15967	0
32565	8	9820	1
32565	7	16295	1
32565	6	4273	0
32565	5	17618	1
32565	4	12702	0
32565	3	5088	0
32565	2	17872	0
32565	1	2948	1
32565	0	4475	0
32564	7	16295	0
32564	6	17897	0
32564	5	5088	1
32564	4	12702	1
32564	3	17872	1
32564	2	4273	0
32564	1	17618	0
32564	0	9820	0
32563	7	18009	1
32563	6	12702	0
32563	5	15272	0
32563	4	4273	0
32563	3	17872	1
32563	2	17618	1
32563	1	5088	0
32563	0	9820	0
32562	6	5088	1
32562	5	4273	0
32562	4	15272	0
32562	3	8935	0
32562	2	17872	1
32562	1	9820	1
32562	0	12702	0
32560	4	17872	0
32560	3	9820	0
32560	2	14511	0
32560	1	12784	1
32560	0	4273	1
32559	5	4273	1
32559	4	17872	0
32559	3	9820	0
32559	2	12784	0
32559	1	16973	1
32559	0	14511	0
32557	5	12784	0
32557	4	17897	1
32557	3	17872	0
32557	2	4273	0
32557	1	16973	0
32557	0	9820	1
32556	7	12351	0
32556	6	18013	0
32556	5	15272	1
32556	4	17525	1
32556	3	18014	0
32556	2	8786	0
32556	1	14877	0
32556	0	12295	1
32555	7	9820	0
32555	6	17897	1
32555	5	8153	0
32555	4	17366	1
32555	3	2948	0
32555	2	17872	1
32555	1	4273	0
32555	0	12784	0
32553	5	9575	0
32553	4	2948	0
32553	3	4273	1
32553	2	15804	1
32553	1	9820	0
32553	0	8780	0
32550	6	15769	1
32550	5	15628	1
32550	4	15272	0
32550	3	4273	0
32550	2	15804	1
32550	1	2948	0
32550	0	17836	0
32549	5	15272	0
32549	4	15804	1
32549	3	17836	0
32549	2	15628	0
32549	1	15769	1
32549	0	17987	0
32548	5	15769	0
32548	4	17987	0
32548	3	15804	1
32548	2	15272	0
32548	1	15628	0
32548	0	17836	1
32547	6	17836	1
32547	5	15272	1
32547	4	17682	0
32547	3	17872	0
32547	2	17844	1
32547	1	15628	0
32547	0	16973	0
32546	6	17682	1
32546	5	17872	0
32546	4	17844	0
32546	3	17836	1
32546	2	16973	0
32546	1	15628	1
32546	0	15272	0
32545	4	2948	0
32545	3	15628	1
32545	2	17844	1
32545	1	17682	0
32545	0	17872	0
32541	7	15804	1
32541	6	17908	1
32541	5	17838	1
32541	4	14065	0
32541	3	17556	0
32541	2	17441	0
32541	1	17872	0
32541	0	17435	0
32540	4	17764	1
32540	3	17991	1
32540	2	17833	0
32540	1	17830	0
32540	0	10461	0
32539	4	17987	0
32539	3	17830	1
32539	2	17870	0
32539	1	17833	0
32539	0	17764	1
32538	4	17632	1
32538	3	17631	1
32538	2	17910	0
32538	1	17613	0
32538	0	18004	0
32537	4	17830	0
32537	3	17833	1
32537	2	17764	0
32537	1	17987	0
32537	0	17870	1
32536	7	10461	0
32536	6	17838	0
32536	5	14065	0
32536	4	17556	1
32536	3	17991	0
32536	2	17435	1
32536	1	17998	1
32536	0	17441	0
32535	4	17631	0
32535	3	17910	0
32535	2	17613	0
32535	1	18004	1
32535	0	17632	1
32531	4	17908	0
32531	3	17764	0
32531	2	17987	1
32531	1	10461	0
32531	0	17991	1
32529	4	17991	1
32529	3	10461	0
32529	2	17870	0
32529	1	15272	0
32529	0	17998	1
32528	4	17998	1
32528	3	17991	0
32528	2	17870	1
32528	1	15272	0
32528	0	10461	0
32527	4	17897	1
32527	3	5654	1
32527	2	5655	0
32527	1	11518	0
32527	0	17999	0
32525	9	17682	0
32525	8	14065	0
32525	7	17987	1
32525	6	17556	0
32525	5	17441	0
32525	4	17872	1
32525	3	17838	1
32525	2	17435	0
32525	1	17908	0
32525	0	17830	1
32524	4	17897	0
32524	3	11518	1
32524	2	17999	1
32524	1	5654	0
32524	0	5655	0
32522	6	17751	1
32522	5	17745	0
32522	4	17895	1
32522	3	17746	0
32522	2	17738	0
32522	1	17898	1
32522	0	17983	0
32521	4	5655	1
32521	3	17897	0
32521	2	5654	0
32521	1	17999	1
32521	0	11518	0
32519	6	7298	1
32519	5	17991	0
32519	4	17987	0
32519	3	17836	0
32519	2	17998	1
32519	1	16920	0
32519	0	10461	1
32517	4	17989	0
32517	3	11518	0
32517	2	5655	0
32517	1	5654	1
32517	0	17897	1
32516	8	17898	1
32516	7	17751	0
32516	6	17737	0
32516	5	17746	1
32516	4	17745	1
32516	3	17899	0
32516	2	17895	0
32516	1	17983	0
32516	0	17738	0
32515	4	10461	1
32515	3	17993	1
32515	2	17513	0
32515	1	17991	0
32515	0	16106	0
32512	4	10461	1
32512	3	16106	0
32512	2	17836	1
32512	1	17993	0
32512	0	17991	0
32511	7	17870	0
32511	6	17556	1
32511	5	17838	0
32511	4	15272	1
32511	3	14065	1
32511	2	17830	0
32511	1	17441	0
32511	0	17435	0
32510	8	17899	0
32510	7	17898	0
32510	6	17746	1
32510	5	17983	1
32510	4	17745	0
32510	3	17738	0
32510	2	17895	1
32510	1	17751	0
32510	0	17737	0
32509	4	17979	0
32509	3	17989	1
32509	2	11518	0
32509	1	5655	0
32509	0	5654	1
32508	8	17751	1
32508	7	17983	0
32508	6	17899	1
32508	5	17898	0
32508	4	17895	0
32508	3	17746	0
32508	2	17745	0
32508	1	17737	1
32508	0	17738	0
32507	6	7298	0
32507	5	16920	1
32507	4	17836	0
32507	3	17965	1
32507	2	17987	0
32507	1	14322	0
32507	0	16106	1
32505	5	17556	1
32505	4	17838	0
32505	3	15272	0
32505	2	17830	0
32505	1	17435	1
32505	0	17441	0
32504	8	17895	0
32504	7	17745	1
32504	6	17746	0
32504	5	17898	0
32504	4	17899	0
32504	3	17983	1
32504	2	17751	0
32504	1	17737	0
32504	0	17738	1
32503	4	17836	1
32503	3	7298	0
32503	2	17965	0
32503	1	15951	0
32503	0	16920	1
32502	4	5655	0
32502	3	17830	1
32502	2	11518	0
32502	1	5654	0
32502	0	17979	1
32501	4	15272	1
32501	3	17435	0
32501	2	17556	1
32501	1	17838	0
32501	0	17441	0
32500	8	17983	0
32500	7	17898	0
32500	6	17895	1
32500	5	17746	1
32500	4	17899	0
32500	3	17737	0
32500	2	17745	0
32500	1	17751	0
32500	0	17738	1
32499	4	17965	1
32499	3	16920	1
32499	2	17836	0
32499	1	15951	0
32499	0	7298	0
32498	4	16920	1
32498	3	17965	0
32498	2	17836	0
32498	1	15951	0
32498	0	7298	1
32497	5	17979	0
32497	4	17830	0
32497	3	11518	0
32497	2	5655	1
32497	1	17972	1
32497	0	5654	0
32496	8	17737	1
32496	7	17898	0
32496	6	17895	0
32496	5	17983	0
32496	4	17745	0
32496	3	17751	0
32496	2	17738	1
32496	1	17899	0
32496	0	17746	1
32495	4	17830	0
32495	3	17435	1
32495	2	17838	1
32495	1	17441	0
32495	0	17556	0
32494	8	17751	0
32494	7	17898	1
32494	6	17899	1
32494	5	17745	0
32494	4	17738	1
32494	3	17983	0
32494	2	17737	0
32494	1	17895	0
32494	0	17746	0
32493	4	5654	0
32493	3	17979	1
32493	2	11518	1
32493	1	17972	0
32493	0	5655	0
32491	8	17895	1
32491	7	17737	0
32491	6	17738	1
32491	5	17898	0
32491	4	17983	1
32491	3	17746	0
32491	2	17751	0
32491	1	17899	0
32491	0	17745	0
32490	4	5654	1
32490	3	5655	1
32490	2	17979	0
32490	1	11518	0
32490	0	17972	0
32489	8	17898	0
32489	7	17751	0
32489	6	17738	0
32489	5	17899	1
32489	4	17895	0
32489	3	17745	1
32489	2	17983	1
32489	1	17746	0
32489	0	17737	0
32488	4	17979	0
32488	3	5654	1
32488	2	11518	1
32488	1	17972	0
32488	0	5655	0
32487	7	17056	0
32487	6	17965	0
32487	5	15951	0
32487	4	5088	1
32487	3	16920	1
32487	2	17836	0
32487	1	17570	1
32487	0	7298	0
32485	5	17746	1
